"","extra","countrycode","year","gdppc","growth","interval","UDel_pop_temp","UDel_pop_preci","spatialaverage_temp","spatialaverage_preci","spatialaverage_pdsi","popaverage_pdsi","LMR_popu_air","LMR_popu_prate","LMR_spatial_air","LMR_spatial_prate","spatialbaselinetemp","popbaselinetemp","spatial_baseline_prate","pop_baseline_prate","LMR_spatial_temp","LMR_spatial_preci","LMR_pop_temp","LMR_pop_preci","Berkeley_poptemp","Berkeley_spatialtemp"
"26","ARG1901","ARG",1901,30.39,0.0559416261292565,1,16.99899324,59.72671238,14.33331841,40.28550433,0.382201278880676,0.294385902826683,-0.31376242149983,-0.897710368130377,-0.325577016236367,1.32840277007666,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.7914128885373,50.0361515424403,16.6009758893327,72.5410556314151,16.8052343659539,14.2297851576928
"27","ARG1902","ARG",1902,28.92,-0.048371174728529,1,16.97926044,63.4063335,14.10400627,46.69502387,0.14432693078172,0.0765097722468651,-0.168869739333386,23.056471200331,-0.273882699137943,13.4680756733198,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.8431072056358,62.1758244456834,16.7458685714991,96.4952371998765,16.7591714133777,13.9378407191684
"28","ARG1903","ARG",1903,32.24,0.114799446749654,1,16.60324227,77.75376888,13.75439421,50.04006267,0.546696212486109,0.539192023814722,-0.604303437646266,27.3703461417726,-0.600946053192864,14.8718880475829,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.5160438515808,63.5796368199465,16.3104348731862,100.809112141318,16.3665965050025,13.6630751822022
"29","ARG1904","ARG",1904,34.76,0.0781637717121586,1,16.51624243,72.65849716,13.85540137,59.03219188,0.6363116584915,0.515065585981279,-0.436254475185773,46.8201251745077,-0.480706804607418,43.8341805535665,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.6362831001663,92.5419293259301,16.4784838356467,120.258891174053,16.2974487400757,13.7983947095687
"30","ARG1905","ARG",1905,38.39,0.104430379746836,1,16.27061028,74.54584302,13.53149806,48.81104148,0.402144551149699,0.365504676985247,-0.320325173304552,45.0749086336965,-0.440560559866932,35.8361871316075,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.6764293449068,84.5439359039711,16.5944131375279,118.513674633242,16.1787277042714,13.540681139003
"31","ARG1906","ARG",1906,38.54,0.00390726751758264,1,16.87620898,54.31354592,13.99463593,38.76703223,-0.167488514200197,0.0567599303425277,-0.300564702108919,5.33124317922453,-0.299988489437881,-10.1973730704359,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.8170014153358,38.5103757019277,16.6141736087236,78.77000917877,16.9586139624435,14.1030204925309
"32","ARG1907","ARG",1907,37.57,-0.0251686559418786,1,16.14815956,57.86632875,13.43337064,43.48909281,-0.116501175195878,-0.177092188002427,-0.465944654511916,-25.5100158221834,-0.475554770091659,-22.0878578589367,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.641435134682,26.6198909134269,16.4487936563206,47.9287501773621,16.0994798437729,13.4245951757023
"33","ARG1908","ARG",1908,39.5,0.0513707745541656,1,16.39296208,60.86521689,13.8062071,40.89750075,-0.247019210727217,0.0243972135266596,-0.632147216057713,-41.7917803579342,-0.537815402007007,-38.6243908946449,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.5791745027667,10.0833578777187,16.2825910947748,31.6469856416113,16.2576895338009,13.8245120664613
"34","ARG1909","ARG",1909,39.62,0.00303797468354428,1,16.16082812,56.46049246,13.78404208,37.17227693,-0.523689049670662,-0.114760254778007,-0.383289816737786,-56.9270831980072,-0.282091782693086,-61.0229784997597,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.8348981220806,-12.3152297273961,16.5314484940947,16.5116828015383,16.1449296082906,13.7915844861778
"35","ARG1910","ARG",1910,40.66,0.0262493690055527,1,16.21564543,56.39958865,13.60869144,41.92835721,-0.399352044436564,-0.267032238753546,-0.464512646213435,-39.6430955827511,-0.439139564964969,-41.2101792644376,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.6778503398087,7.49756950792597,16.4502256646191,33.7956704167944,16.1304446148973,13.6485118892869
"36","ARG1911","ARG",1911,39.77,-0.0218888342351203,1,15.78051941,78.28713708,13.31531632,46.81921814,-0.50998269519346,-0.5136284373585,-0.242018742893011,-42.9042130340087,-0.175322908730666,-32.2457981749439,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.941666996043,16.4619505974197,16.6727195679395,30.5345529655368,15.7024147010592,13.386531666997
"37","ARG1912","ARG",1912,41.43,0.0417400050289163,1,16.56003067,88.52410274,13.86548791,48.97776783,0.164406200644524,0.0907422486407276,-0.281689289995977,-14.4386138306192,-0.26487410098649,-7.63284377684555,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.8521158037872,41.0749049955181,16.6330490208365,59.0001521689263,16.5209310476362,13.9410091891061
"38","ARG1913","ARG",1913,40.2,-0.0296886314265025,1,17.25315593,73.20286486,14.4496419,46.01000448,-0.452585585949572,-0.432986717051338,-0.321271359893994,-23.9041135542197,-0.300395015903889,-20.4814186811933,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.8165948888698,28.2263300911703,16.5934669509385,49.5346524453258,17.3260453769936,14.6094174886402
"39","ARG1914","ARG",1914,34.43,-0.143532338308458,1,16.72532585,108.7858757,13.76531632,63.840943,0.00269519231312925,0.215911883443924,-0.272641799633272,10.3570388079826,-0.275001622092989,3.54333594891775,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.8419882826807,52.2510847212814,16.6420965111992,83.7958048075281,16.744529242386,13.8972947065053
"40","ARG1915","ARG",1915,33.24,-0.0345628812082486,1,16.45252977,70.44875155,13.83892868,50.23225903,0.357100991953468,0.423825349222923,-0.31902587075576,2.00927636518247,-0.300645216900486,-0.292848941857699,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.8163446878732,48.4148998305059,16.5957124400767,75.448042364728,16.5800293546171,13.968927667467
"41","ARG1916","ARG",1916,31.71,-0.046028880866426,1,16.30137387,45.54264932,13.69141301,35.05207401,-0.587553393266675,-0.744252604193739,-0.391000863450069,-70.6017341440894,-0.41855172390648,-59.5327592712476,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.6984381808672,-10.825010498884,16.5237374473824,2.83703185545608,16.5186745805603,13.9210282542763
"42","ARG1917","ARG",1917,28.59,-0.0983916745506149,1,16.38133515,54.88122388,13.95047747,36.07843927,-0.928588791228029,-1.02463675278909,-0.280484229756891,-97.0081339381894,-0.229702773175474,-76.3530489103264,14.1169899047737,16.9147383108325,48.7077487723636,73.4387659995455,13.8872871315982,-27.6453001379628,16.6342540810756,-23.5693679386439,16.5134934312771,14.1164745376505
