"","countrycode","UDel_t_pop","year"
"6608","BEL",9.59402534253491,1927
"6609","BEN",27.5446736027448,1927
"6610","BFA",27.7926459835458,1927
"6611","BGD",25.3059175635417,1927
"6612","BGR",10.8353287637254,1927
"6613","BHR",NA,1927
"6614","BHS",25.3578687423695,1927
"6615","BIH",9.48050619793265,1927
"6616","BLM",NA,1927
"6617","BLR",5.42574873492232,1927
"6618","BLZ",25.8265533057247,1927
"6619","BMU",NA,1927
"6620","BOL",17.4685495264793,1927
"6621","BRA",21.5293982720255,1927
"6622","BRB",NA,1927
"6623","BRN",27.3679496889694,1927
"6624","BTN",12.2789734251157,1927
"6625","BWA",20.6776650032471,1927
"6626","CAF",25.4408078140598,1927
"6627","CAN",5.27834014272784,1927
"6628","CHE",7.73505876310191,1927
"6629","CHL",9.91046245904011,1927
"6630","CHN",14.232854165946,1927
"6631","CIV",25.8939021895287,1927
"6632","CMR",24.3706586863083,1927
"6633","COD",23.537731579433,1927
"6634","COG",24.4931247239869,1927
"6635","COK",23.9,1927
"6636","COL",20.2928246610213,1927
"6637","COM",24.8,1927
"6638","CPV",21.5,1927
"6639","CRI",22.4450846239459,1927
"6640","CUB",25.168537605299,1927
"6641","CUW",NA,1927
"6642","CYM",27.8,1927
"6643","CYN",19.4908691834615,1927
"6644","CYP",18.6753611474697,1927
"6645","CZE",7.9252547360673,1927
"6646","DEU",8.65239517575709,1927
"6647","DJI",27.7497358881661,1927
"6648","DMA",NA,1927
"6649","DNK",7.48574631035077,1927
"6650","DOM",24.4797018681067,1927
"6651","DZA",17.1451528019453,1927
"6652","ECU",18.8735942282526,1927
"6653","EGY",21.8581759888587,1927
"6654","ERI",23.0057413547441,1927
"6655","ESP",14.2950041676255,1927
"6656","EST",4.51888465930074,1927
"6657","ETH",19.1572546284759,1927
"6658","FIN",3.19251304576051,1927
"6659","FJI",24.5744277610302,1927
"6660","FLK",6.08150137148919,1927
"6661","FRA",10.7694632370521,1927
"6662","FRO",NA,1927
"6663","FSM",NA,1927
"6664","GAB",24.9393282667549,1927
"6665","Gaza",20.5,1927
"6666","GBR",8.98159641852357,1927
"6667","GEO",11.0509106418368,1927
"6668","GGY",NA,1927
"6669","GHA",26.3434339899865,1927
"6670","GIN",25.230006448139,1927
"6671","GMB",27.062913305654,1927
"6672","GNB",27.115133577021,1927
"6673","GNQ",24.571451196317,1927
"6674","GRC",16.2092531271011,1927
"6675","GRD",NA,1927
"6676","GRL",-3.0577896637292,1927
"6677","GTM",22.2067779557621,1927
"6678","GUM",NA,1927
"6679","GUY",26.2695978597933,1927
"6680","HKG",22.1,1927
"6681","HMD",NA,1927
"6682","HND",23.9751548781954,1927
"6683","HRV",12.108370932581,1927
"6684","HTI",23.5213937136191,1927
"6685","HUN",10.7282919279318,1927
"6686","IDN",25.0177562472565,1927
"6687","IMN",NA,1927
"6688","IND",25.2829768909006,1927
"6689","IOA",NA,1927
"6690","IOT",NA,1927
"6691","IRL",8.28052400567218,1927
"6692","IRN",14.9189579218307,1927
"6693","IRQ",21.6722209877168,1927
"6694","ISL",1.78108205664021,1927
"6695","ISR",19.8448846252276,1927
"6696","ITA",13.6370091302392,1927
"6697","JAM",24.175085186484,1927
"6698","JEY",10.9,1927
"6699","JOR",17.7531549226527,1927
"6700","JPN",13.0016027383483,1927
"6701","KAS",-3.9,1927
"6702","KAZ",5.43112634179103,1927
"6703","KEN",20.7896198956588,1927
"6704","KGZ",6.13954078605428,1927
"6705","KHM",27.421999766049,1927
"6706","KIR",NA,1927
"6707","KNA",NA,1927
"6708","KOR",10.7614887984988,1927
"6709","KOS",10.0330682614255,1927
"6710","KWT",25.6071338768707,1927
"6711","LAO",24.0379117108716,1927
"6712","LBN",13.9314091014673,1927
"6713","LBR",25.6869827366275,1927
"6714","LBY",20.6454756666021,1927
"6715","LCA",NA,1927
"6716","LIE",4.05475076873469,1927
"6717","LKA",26.2902321965724,1927
"6718","LSO",12.2182512165076,1927
"6719","LTU",5.81983642895104,1927
"6720","LUX",8.4,1927
"6721","LVA",5.43898444238003,1927
"6722","MAC",21.1,1927
"6723","MAF",NA,1927
"6724","MAR",16.7283545827205,1927
"6725","MCO",14,1927
"6726","MDA",9.49081228065014,1927
"6727","MDG",20.9412439926184,1927
"6728","MDV",NA,1927
"6729","MEX",18.3910115041055,1927
"6730","MHL",NA,1927
"6731","MKD",10.882174716183,1927
"6732","MLI",27.7016334148635,1927
"6733","MLT",NA,1927
"6734","MMR",25.012257136748,1927
"6735","MNE",9.20546672085277,1927
"6736","MNG",-1.4240385295883,1927
"6737","MNP",NA,1927
"6738","MOZ",22.9686135145912,1927
"6739","MRT",28.1467941352908,1927
"6740","MSR",NA,1927
"6741","MUS",23.4,1927
"6742","MWI",20.7029483763519,1927
"6743","MYS",26.1754216686397,1927
"6744","NAM",21.0740510757899,1927
"6745","NCL",21.4838607037626,1927
"6746","NER",28.6192520931618,1927
"6747","NFK",NA,1927
"6748","NGA",26.9947668701735,1927
"6749","NIC",25.6491566932939,1927
"6750","NIU",NA,1927
"6751","NLD",9.25159859141972,1927
"6752","NOR",4.12341562499026,1927
"6753","NPL",20.7349333064857,1927
"6754","NRU",NA,1927
"6755","NZL",12.0972091944108,1927
"6756","OMN",26.3896506149646,1927
"6757","PAK",22.6058674657707,1927
"6758","PAN",25.5331555635497,1927
"6759","PCN",NA,1927
"6760","PER",15.3067874902445,1927
"6761","PHL",25.6590034209737,1927
"6762","PLW",NA,1927
"6763","PNG",21.8107026625338,1927
"6764","POL",7.4356935901236,1927
"6765","PRI",23.4669930476139,1927
"6766","PRK",7.05983262320289,1927
"6767","PRT",14.9557827202203,1927
"6768","PRY",22.2385819904326,1927
"6769","PYF",23.8,1927
"6770","QAT",26.1229186518979,1927
"6771","ROU",9.88045722645739,1927
"6772","RUS",2.86711642976782,1927
"6773","RWA",20.1258343436575,1927
"6774","ESH",23.7660279166542,1927
"6775","SAU",26.0257866957042,1927
"6776","SDN",28.0341162758365,1927
"6777","SSD",27.7849398104884,1927
"6778","SEN",27.4589029003683,1927
"6779","SGP",NA,1927
"6780","SGS",NA,1927
"6781","SHN",NA,1927
"6782","SLB",27.6588477188945,1927
"6783","SLE",26.2438684043229,1927
"6784","SLV",22.0771670488821,1927
"6785","SMR",13.1180229830133,1927
"6786","SOL",24.4860135693225,1927
"6787","SOM",26.8757520692287,1927
"6788","SPM",NA,1927
"6789","SRB",11.1072599614422,1927
"6790","STP",25.7,1927
"6791","SUR",26.7482589442201,1927
"6792","SVK",7.87957169310471,1927
"6793","SVN",9.39326379721951,1927
"6794","SWE",5.01038642919155,1927
"6795","SWZ",19.1849588232072,1927
"6796","SXM",NA,1927
"6797","SYC",NA,1927
"6798","SYR",17.3674005270788,1927
"6799","TCA",26.2,1927
"6800","TCD",28.1117562183634,1927
"6801","TGO",26.4877026938619,1927
"6802","THA",26.7387243845451,1927
"6803","TJK",10.9781617034488,1927
"6804","TKM",14.6481470868776,1927
"6805","TLS",25.216792834698,1927
"6806","TON",NA,1927
"6807","TTO",27.0961213067748,1927
"6808","TUN",18.7477587977564,1927
"6809","TUR",12.4213570178312,1927
"6810","TWN",19.595273910854,1927
"6811","TZA",22.4781040773275,1927
"6812","UGA",22.7261595344118,1927
"6813","UKR",7.69786985293261,1927
"6814","URY",18.1479809901605,1927
"6815","USA",13.7345619604344,1927
"6816","UZB",13.4572911150134,1927
"6817","VAT",16.5,1927
"6818","VCT",27,1927
"6819","VEN",24.6061593799715,1927
"6820","VGB",NA,1927
"6821","VIR",26.7,1927
"6822","VNM",24.9133659403227,1927
"6823","VUT",25.3401936230863,1927
"6824","PSE",18.7145874383338,1927
"6825","WLF",NA,1927
"6826","WSM",26.3,1927
"6827","YEM",22.7771768798439,1927
"6828","ZAF",17.6316172637114,1927
"6829","ZMB",21.6083002480738,1927
"6830","ZWE",19.7380205762999,1927
"6831","TUV",NA,1927
"6832","GUF",26.1312833599044,1927
"6833","ABW",NA,1928
"6834","AFG",11.2267867847216,1928
"6835","AGO",21.8407540518997,1928
"6836","AIA",NA,1928
"6837","ALB",13.48673134097,1928
"6838","ALA",5.2,1928
"6839","AND",10.5382016542399,1928
"6840","ARE",27.0018644617944,1928
"6841","ARG",16.5461192377344,1928
"6842","ARM",7.09550617668656,1928
"6843","ASM",NA,1928
"6844","ATA",NA,1928
"6845","Ashm",NA,1928
"6846","ATF",NA,1928
"6847","ATG",NA,1928
"6848","AUS",16.8318585551883,1928
"6849","AUT",7.87466227297832,1928
"6850","AZE",11.5880505862259,1928
"6851","BDI",19.7337670385787,1928
"6852","BEL",10.0954446902493,1928
"6853","BEN",27.5873517063437,1928
"6854","BFA",27.9291557019012,1928
"6855","BGD",25.6438379820486,1928
"6856","BGR",9.85317282271929,1928
"6857","BHR",NA,1928
"6858","BHS",25.1149614636884,1928
"6859","BIH",9.09251694347391,1928
"6860","BLM",NA,1928
"6861","BLR",5.19870523189753,1928
"6862","BLZ",25.9265533057247,1928
"6863","BMU",NA,1928
"6864","BOL",17.6657213806152,1928
"6865","BRA",21.9211549742934,1928
"6866","BRB",NA,1928
"6867","BRN",27.1826219457506,1928
"6868","BTN",12.7895708596283,1928
"6869","BWA",20.7786375863388,1928
"6870","CAF",25.4682022598628,1928
"6871","CAN",5.63156886133141,1928
"6872","CHE",8.11303256729045,1928
"6873","CHL",9.56539680037491,1928
"6874","CHN",14.3883743000668,1928
"6875","CIV",26.2633761132318,1928
"6876","CMR",24.153803401852,1928
"6877","COD",23.4899528570463,1928
"6878","COG",24.6504297007351,1928
"6879","COK",23.2,1928
"6880","COL",20.5374385436988,1928
"6881","COM",25.1,1928
"6882","CPV",21.1,1928
"6883","CRI",22.615042521279,1928
"6884","CUB",24.9266602280689,1928
"6885","CUW",NA,1928
"6886","CYM",27.5,1928
"6887","CYN",19.2908691834615,1928
"6888","CYP",18.5062222564421,1928
"6889","CZE",8.18417382131408,1928
"6890","DEU",8.96164684511751,1928
"6891","DJI",27.846954782864,1928
"6892","DMA",NA,1928
"6893","DNK",7.56707421653047,1928
"6894","DOM",24.3998976413793,1928
"6895","DZA",16.9874440227382,1928
"6896","ECU",18.964163153441,1928
"6897","EGY",21.8821087667729,1928
"6898","ERI",23.2115896761994,1928
"6899","ESP",14.4265334655657,1928
"6900","EST",4.65297411449071,1928
"6901","ETH",19.3028525189856,1928
"6902","FIN",3.27039010961541,1928
"6903","FJI",23.9903418754321,1928
"6904","FLK",6.00784494247233,1928
"6905","FRA",11.4409152151843,1928
"6906","FRO",NA,1928
"6907","FSM",NA,1928
"6908","GAB",24.7156014360781,1928
"6909","Gaza",20.8,1928
"6910","GBR",9.38141706725427,1928
"6911","GEO",9.9234433537269,1928
"6912","GGY",NA,1928
"6913","GHA",26.6074939863709,1928
"6914","GIN",25.330043781133,1928
"6915","GMB",26.3303024954638,1928
"6916","GNB",26.7464998342765,1928
"6917","GNQ",24.1315080594034,1928
"6918","GRC",15.3425779580632,1928
"6919","GRD",NA,1928
"6920","GRL",-2.30109465643051,1928
"6921","GTM",22.3827856087578,1928
"6922","GUM",NA,1928
"6923","GUY",26.2809712462974,1928
"6924","HKG",22.6,1928
"6925","HMD",NA,1928
"6926","HND",24.1257005114023,1928
"6927","HRV",11.8133771272447,1928
"6928","HTI",23.6170396059605,1928
"6929","HUN",10.3947384634214,1928
"6930","IDN",25.0977095156274,1928
"6931","IMN",NA,1928
"6932","IND",25.7125707461483,1928
"6933","IOA",NA,1928
"6934","IOT",NA,1928
"6935","IRL",8.35977303885113,1928
"6936","IRN",14.4202732798073,1928
"6937","IRQ",21.7364091819623,1928
"6938","ISL",2.49890549841493,1928
"6939","ISR",20.1393112136946,1928
"6940","ITA",13.425536341249,1928
"6941","JAM",24.1161379450079,1928
"6942","JEY",11.8,1928
"6943","JOR",18.0852768186352,1928
"6944","JPN",13.2440403334248,1928
"6945","KAS",-3.4,1928
"6946","KAZ",4.55612725866623,1928
"6947","KEN",20.9793171900405,1928
"6948","KGZ",5.11048115472253,1928
"6949","KHM",27.1104016713918,1928
"6950","KIR",NA,1928
"6951","KNA",NA,1928
"6952","KOR",10.7976979000322,1928
"6953","KOS",9.26577805717911,1928
"6954","KWT",25.8196538001722,1928
"6955","LAO",24.2445736858676,1928
"6956","LBN",14.103796232141,1928
"6957","LBR",25.8583789442977,1928
"6958","LBY",20.1575246260842,1928
"6959","LCA",NA,1928
"6960","LIE",4.10316717915646,1928
"6961","LKA",26.3529483054279,1928
"6962","LSO",11.8343532745606,1928
"6963","LTU",5.8466939857392,1928
"6964","LUX",9.1,1928
"6965","LVA",5.39403156804178,1928
"6966","MAC",21.5,1928
"6967","MAF",NA,1928
"6968","MAR",16.5412359294876,1928
"6969","MCO",14.2,1928
"6970","MDA",8.61316779502911,1928
"6971","MDG",21.21474492356,1928
"6972","MDV",NA,1928
"6973","MEX",18.4449443305783,1928
"6974","MHL",NA,1928
"6975","MKD",9.95221291891751,1928
"6976","MLI",27.8017770226881,1928
"6977","MLT",NA,1928
"6978","MMR",25.3667880471578,1928
"6979","MNE",8.75570579577279,1928
"6980","MNG",-1.63829630605135,1928
"6981","MNP",NA,1928
"6982","MOZ",23.2333114185624,1928
"6983","MRT",27.8978307320939,1928
"6984","MSR",NA,1928
"6985","MUS",23.6,1928
"6986","MWI",21.1838362340542,1928
"6987","MYS",26.1447499704712,1928
"6988","NAM",20.5413687168884,1928
"6989","NCL",21.2865832995068,1928
"6990","NER",28.8155598446394,1928
"6991","NFK",NA,1928
"6992","NGA",27.0023767156494,1928
"6993","NIC",25.7918530754569,1928
"6994","NIU",NA,1928
"6995","NLD",9.62952156129559,1928
"6996","NOR",4.21831410030284,1928
"6997","NPL",21.315168916742,1928
"6998","NRU",NA,1928
"6999","NZL",12.8751083175464,1928
"7000","OMN",26.433569055197,1928
"7001","PAK",23.3053767265805,1928
"7002","PAN",25.647352397676,1928
"7003","PCN",NA,1928
"7004","PER",15.3763711856163,1928
"7005","PHL",25.7320058738624,1928
"7006","PLW",NA,1928
"7007","PNG",21.9149716064645,1928
"7008","POL",7.53964530024646,1928
"7009","PRI",23.7249851816682,1928
"7010","PRK",7.04389318997864,1928
"7011","PRT",14.8908056167904,1928
"7012","PRY",22.0562065992606,1928
"7013","PYF",23.2,1928
"7014","QAT",26.1166564366376,1928
"7015","ROU",8.98347038720047,1928
"7016","RUS",2.59813599302035,1928
"7017","RWA",19.8477311977439,1928
"7018","ESH",23.5713081856627,1928
"7019","SAU",26.0680669565314,1928
"7020","SDN",28.4357541156062,1928
"7021","SSD",27.6852829893515,1928
"7022","SEN",26.6672403967743,1928
"7023","SGP",NA,1928
"7024","SGS",NA,1928
"7025","SHN",NA,1928
"7026","SLB",27.667243654161,1928
"7027","SLE",26.4179466524673,1928
"7028","SLV",22.2623370488599,1928
"7029","SMR",12.846473854529,1928
"7030","SOL",24.6218533727187,1928
"7031","SOM",27.4184953860539,1928
"7032","SPM",NA,1928
"7033","SRB",10.3816891657893,1928
"7034","STP",25.5,1928
"7035","SUR",26.7661463591377,1928
"7036","SVK",7.71246662407917,1928
"7037","SVN",9.19102176136277,1928
"7038","SWE",4.85949428757785,1928
"7039","SWZ",18.912160983658,1928
"7040","SXM",NA,1928
"7041","SYC",NA,1928
"7042","SYR",17.4288361188188,1928
"7043","TCA",26.2,1928
"7044","TCD",28.2064166560655,1928
"7045","TGO",26.6145268920391,1928
"7046","THA",26.8090534011322,1928
"7047","TJK",10.3050680527897,1928
"7048","TKM",13.6772715610096,1928
"7049","TLS",25.5982453572871,1928
"7050","TON",NA,1928
"7051","TTO",26.9961213067748,1928
"7052","TUN",18.4685255404739,1928
"7053","TUR",11.5980009879551,1928
"7054","TWN",20.1445806236742,1928
"7055","TZA",22.4920809593826,1928
"7056","UGA",22.5201506466264,1928
"7057","UKR",6.83843905520278,1928
"7058","URY",17.6582623938515,1928
"7059","USA",13.4051538626775,1928
"7060","UZB",12.5822600602672,1928
"7061","VAT",16.3,1928
"7062","VCT",26.9,1928
"7063","VEN",24.8102633362465,1928
"7064","VGB",NA,1928
"7065","VIR",26.7,1928
"7066","VNM",24.764835868567,1928
"7067","VUT",24.9401936230863,1928
"7068","PSE",19.271669950667,1928
"7069","WLF",NA,1928
"7070","WSM",26.2,1928
"7071","YEM",22.8706652770968,1928
"7072","ZAF",17.4516878835936,1928
"7073","ZMB",21.7584789249464,1928
"7074","ZWE",20.218572809007,1928
"7075","TUV",NA,1928
"7076","GUF",26.2292736304388,1928
"7077","ABW",NA,1929
"7078","AFG",10.9396139744756,1929
"7079","AGO",21.4890258128891,1929
"7080","AIA",NA,1929
"7081","ALB",12.7289349650451,1929
"7082","ALA",5.3,1929
"7083","AND",10.1991946609996,1929
"7084","ARE",27.072933375135,1929
"7085","ARG",17.1227382478939,1929
"7086","ARM",7.79256883032427,1929
"7087","ASM",NA,1929
"7088","ATA",NA,1929
"7089","Ashm",NA,1929
"7090","ATF",NA,1929
"7091","ATG",NA,1929
"7092","AUS",16.1463805893382,1929
"7093","AUT",6.87666060680457,1929
"7094","AZE",11.8088181458366,1929
"7095","BDI",19.9204670075809,1929
"7096","BEL",9.17987174197094,1929
"7097","BEN",27.3764271366578,1929
"7098","BFA",28.2632031521751,1929
"7099","BGD",25.368420038269,1929
"7100","BGR",9.46650572809263,1929
"7101","BHR",NA,1929
"7102","BHS",25.6909434020193,1929
"7103","BIH",7.8677637319587,1929
"7104","BLM",NA,1929
"7105","BLR",4.63417831490399,1929
"7106","BLZ",26.0660803440394,1929
"7107","BMU",NA,1929
"7108","BOL",17.5471718385842,1929
"7109","BRA",21.559093906559,1929
"7110","BRB",NA,1929
"7111","BRN",27.0679496889694,1929
"7112","BTN",12.3408748595747,1929
"7113","BWA",21.1280397106726,1929
"7114","CAF",24.8802443668829,1929
"7115","CAN",4.98769331121339,1929
"7116","CHE",7.26942556627611,1929
"7117","CHL",9.85933363035972,1929
"7118","CHN",14.0985061514971,1929
"7119","CIV",27.0761021525938,1929
"7120","CMR",24.0081427671292,1929
"7121","COD",23.3470681412513,1929
"7122","COG",24.2648975383054,1929
"7123","COK",23.1,1929
"7124","COL",20.5007749826648,1929
"7125","COM",25.2,1929
"7126","CPV",21.1,1929
"7127","CRI",22.5429636771211,1929
"7128","CUB",25.2722119845049,1929
"7129","CUW",NA,1929
"7130","CYM",27.9,1929
"7131","CYN",18.4120768705127,1929
"7132","CYP",17.8062222564421,1929
"7133","CZE",7.13509382295662,1929
"7134","DEU",8.13009123069669,1929
"7135","DJI",27.846954782864,1929
"7136","DMA",NA,1929
"7137","DNK",6.87770917568572,1929
"7138","DOM",24.1239378264212,1929
"7139","DZA",16.4328133442202,1929
"7140","ECU",18.7177070027691,1929
"7141","EGY",21.3593013237677,1929
"7142","ERI",22.9074450244878,1929
"7143","ESP",14.3246456541288,1929
"7144","EST",4.06854064120908,1929
"7145","ETH",19.18206208202,1929
"7146","FIN",3.192182224722,1929
"7147","FJI",23.8804698902046,1929
"7148","FLK",6.00784494247233,1929
"7149","FRA",10.6174604173186,1929
"7150","FRO",NA,1929
"7151","FSM",NA,1929
"7152","GAB",24.578279905826,1929
"7153","Gaza",20.2,1929
"7154","GBR",8.90650594222679,1929
"7155","GEO",10.2032526088781,1929
"7156","GGY",NA,1929
"7157","GHA",27.018347661494,1929
"7158","GIN",25.0794165217787,1929
"7159","GMB",26.515076598061,1929
"7160","GNB",26.5963027746641,1929
"7161","GNQ",24.1877187999401,1929
"7162","GRC",14.7154728842739,1929
"7163","GRD",NA,1929
"7164","GRL",-2.38247147123406,1929
"7165","GTM",22.1968707532908,1929
"7166","GUM",NA,1929
"7167","GUY",26.0128198936339,1929
"7168","HKG",22.7,1929
"7169","HMD",NA,1929
"7170","HND",23.8993197245049,1929
"7171","HRV",10.586313085262,1929
"7172","HTI",23.4046121832801,1929
"7173","HUN",9.43800075144118,1929
"7174","IDN",24.9666510534066,1929
"7175","IMN",NA,1929
"7176","IND",25.485842891275,1929
"7177","IOA",NA,1929
"7178","IOT",NA,1929
"7179","IRL",8.18669438836114,1929
"7180","IRN",14.3453280966709,1929
"7181","IRQ",22.017888055414,1929
"7182","ISL",2.32048215833039,1929
"7183","ISR",19.4656988339382,1929
"7184","ITA",12.6023839728982,1929
"7185","JAM",24.0834134490031,1929
"7186","JEY",10.8,1929
"7187","JOR",17.4907439876531,1929
"7188","JPN",13.1529362037749,1929
"7189","KAS",-4.1,1929
"7190","KAZ",4.37161081914002,1929
"7191","KEN",19.6052288470356,1929
"7192","KGZ",4.67404968320085,1929
"7193","KHM",27.0312235390535,1929
"7194","KIR",NA,1929
"7195","KNA",NA,1929
"7196","KOR",11.0427280518444,1929
"7197","KOS",8.39229753116563,1929
"7198","KWT",25.8397801377878,1929
"7199","LAO",24.2762484401817,1929
"7200","LBN",13.4868356483186,1929
"7201","LBR",26.0793663626612,1929
"7202","LBY",19.3608472244856,1929
"7203","LCA",NA,1929
"7204","LIE",3.70633435831291,1929
"7205","LKA",26.053400999486,1929
"7206","LSO",11.8647885267591,1929
"7207","LTU",5.05248024277748,1929
"7208","LUX",8.2,1929
"7209","LVA",4.78044915500654,1929
"7210","MAC",21.6,1929
"7211","MAF",NA,1929
"7212","MAR",16.6592956347663,1929
"7213","MCO",13.5,1929
"7214","MDA",7.94599560588548,1929
"7215","MDG",21.1822865946184,1929
"7216","MDV",NA,1929
"7217","MEX",18.4898983547707,1929
"7218","MHL",NA,1929
"7219","MKD",9.36034389107807,1929
"7220","MLI",27.4254876384637,1929
"7221","MLT",NA,1929
"7222","MMR",25.4014621523844,1929
"7223","MNE",7.65148373550925,1929
"7224","MNG",-2.16151817758869,1929
"7225","MNP",NA,1929
"7226","MOZ",23.2590687814221,1929
"7227","MRT",27.3033827543099,1929
"7228","MSR",NA,1929
"7229","MUS",23.5,1929
"7230","MWI",21.1334160150795,1929
"7231","MYS",26.0190030102365,1929
"7232","NAM",20.7380946833331,1929
"7233","NCL",21.7274470781983,1929
"7234","NER",28.279342395526,1929
"7235","NFK",NA,1929
"7236","NGA",26.5388206307108,1929
"7237","NIC",25.5752879892575,1929
"7238","NIU",NA,1929
"7239","NLD",8.55540606808673,1929
"7240","NOR",4.32300037962901,1929
"7241","NPL",20.9396861323161,1929
"7242","NRU",NA,1929
"7243","NZL",12.235290935184,1929
"7244","OMN",26.4618372751386,1929
"7245","PAK",22.8964856214427,1929
"7246","PAN",25.7543208195652,1929
"7247","PCN",NA,1929
"7248","PER",15.3716528335482,1929
"7249","PHL",25.2972748770536,1929
"7250","PLW",NA,1929
"7251","PNG",21.539180618796,1929
"7252","POL",6.65913627893679,1929
"7253","PRI",23.4138825972461,1929
"7254","PRK",7.24167096819608,1929
"7255","PRT",15.4634233598076,1929
"7256","PRY",22.0260203777228,1929
"7257","PYF",23.1,1929
"7258","QAT",26.3082640122341,1929
"7259","ROU",8.44807880473534,1929
"7260","RUS",2.24239604828204,1929
"7261","RWA",19.8672300847383,1929
"7262","ESH",23.4158311398489,1929
"7263","SAU",26.0000836063156,1929
"7264","SDN",27.5395079491829,1929
"7265","SSD",27.0965808849587,1929
"7266","SEN",26.8980383689571,1929
"7267","SGP",NA,1929
"7268","SGS",NA,1929
"7269","SHN",NA,1929
"7270","SLB",27.3720059271731,1929
"7271","SLE",26.3456216534966,1929
"7272","SLV",21.8725292462005,1929
"7273","SMR",12.046473854529,1929
"7274","SOL",24.5490258564634,1929
"7275","SOM",27.3204153300437,1929
"7276","SPM",NA,1929
"7277","SRB",9.33167871045011,1929
"7278","STP",25.3,1929
"7279","SUR",26.4705361592441,1929
"7280","SVK",6.85993546102502,1929
"7281","SVN",8.21265705181871,1929
"7282","SWE",5.00231056716756,1929
"7283","SWZ",18.8679022369282,1929
"7284","SXM",NA,1929
"7285","SYC",NA,1929
"7286","SYR",17.194593238137,1929
"7287","TCA",26,1929
"7288","TCD",27.2333023239281,1929
"7289","TGO",26.724499108271,1929
"7290","THA",26.7450505071297,1929
"7291","TJK",10.0555946102743,1929
"7292","TKM",13.0938203997692,1929
"7293","TLS",24.7731586892725,1929
"7294","TON",NA,1929
"7295","TTO",26.5961213067748,1929
"7296","TUN",17.6072920114882,1929
"7297","TUR",11.8111956310016,1929
"7298","TWN",20.1325407165079,1929
"7299","TZA",22.4117353745245,1929
"7300","UGA",22.409662699236,1929
"7301","UKR",6.74058361461354,1929
"7302","URY",17.8721431081563,1929
"7303","USA",13.1819471174331,1929
"7304","UZB",12.1547413168749,1929
"7305","VAT",15.6,1929
"7306","VCT",26.7,1929
"7307","VEN",24.6663930197157,1929
"7308","VGB",NA,1929
"7309","VIR",26.4,1929
"7310","VNM",24.7787560828163,1929
"7311","VUT",24.8401936230863,1929
"7312","PSE",18.571669950667,1929
"7313","WLF",NA,1929
"7314","WSM",26.1,1929
"7315","YEM",22.8710366167571,1929
"7316","ZAF",17.4860217294453,1929
"7317","ZMB",21.7017602527998,1929
"7318","ZWE",20.0643501631158,1929
"7319","TUV",NA,1929
"7320","GUF",25.9319425455907,1929
"7321","ABW",NA,1930
"7322","AFG",10.5397194338363,1930
"7323","AGO",21.2677957373107,1930
"7324","AIA",NA,1930
"7325","ALB",13.7887425342807,1930
"7326","ALA",7.2,1930
"7327","AND",10.3511561980229,1930
"7328","ARE",26.9733801595968,1930
"7329","ARG",17.0398531236963,1930
"7330","ARM",9.60756641049906,1930
"7331","ASM",NA,1930
"7332","ATA",NA,1930
"7333","Ashm",NA,1930
"7334","ATF",NA,1930
"7335","ATG",NA,1930
"7336","AUS",16.7490009289182,1930
"7337","AUT",8.07021089232176,1930
"7338","AZE",12.7477215244858,1930
"7339","BDI",19.8077393533256,1930
"7340","BEL",10.4057595802337,1930
"7341","BEN",27.7902145336887,1930
"7342","BFA",28.3876652619416,1930
"7343","BGD",25.2030007009627,1930
"7344","BGR",10.8079983217562,1930
"7345","BHR",NA,1930
"7346","BHS",25.306955443132,1930
"7347","BIH",9.31949702292709,1930
"7348","BLM",NA,1930
"7349","BLR",6.47697895441352,1930
"7350","BLZ",25.6102707249264,1930
"7351","BMU",NA,1930
"7352","BOL",17.5598948397883,1930
"7353","BRA",21.864463419537,1930
"7354","BRB",NA,1930
"7355","BRN",27.1679496889694,1930
"7356","BTN",12.2961108154458,1930
"7357","BWA",19.9605189054269,1930
"7358","CAF",25.3177684218775,1930
"7359","CAN",5.94867309906376,1930
"7360","CHE",8.09211413892765,1930
"7361","CHL",10.1205951397874,1930
"7362","CHN",14.0654971112759,1930
"7363","CIV",26.4636797184505,1930
"7364","CMR",24.3854347362268,1930
"7365","COD",23.1795399751868,1930
"7366","COG",24.0996888438131,1930
"7367","COK",23,1930
"7368","COL",20.364852259791,1930
"7369","COM",24.9,1930
"7370","CPV",20.8,1930
"7371","CRI",22.7816136106149,1930
"7372","CUB",25.0195844111495,1930
"7373","CUW",NA,1930
"7374","CYM",27.6,1930
"7375","CYN",19.0908691834615,1930
"7376","CYP",18.4062222564421,1930
"7377","CZE",8.57486904467793,1930
"7378","DEU",9.38514861742567,1930
"7379","DJI",27.7550644998336,1930
"7380","DMA",NA,1930
"7381","DNK",8.49130200508368,1930
"7382","DOM",24.2614972449658,1930
"7383","DZA",17.1253172688131,1930
"7384","ECU",19.0442175969045,1930
"7385","EGY",21.9008523347268,1930
"7386","ERI",22.8765976409741,1930
"7387","ESP",14.2758416079464,1930
"7388","EST",6.03798888976378,1930
"7389","ETH",19.2245241749546,1930
"7390","FIN",4.96105919166419,1930
"7391","FJI",23.3963840046065,1930
"7392","FLK",5.70784494247233,1930
"7393","FRA",11.2909860961401,1930
"7394","FRO",NA,1930
"7395","FSM",NA,1930
"7396","GAB",24.7081967355228,1930
"7397","Gaza",20.7,1930
"7398","GBR",9.28974079591119,1930
